vehicles_N,vehicles_S,vehicles_E,vehicles_W,ped_N,ped_S,ped_E,ped_W,emg_N,emg_S,emg_E,emg_W,green_N,green_S,green_E,green_W
2,19,55,161,2,3,1,2,3,0,0,0,3.5999999999999996,38.7,100.5,292.8
157,105,62,37,2,3,0,3,3,2,1,1,282.6,191.5,110.60000000000001,70.10000000000001
103,61,52,10,1,2,3,3,2,3,0,2,184.9,109.8,98.10000000000001,20.5
2,19,60,151,0,3,0,3,0,2,3,1,3.6,36.7,105.0,275.3
0,54,36,35,2,3,0,3,3,2,1,1,0.0,99.7,63.8,66.5
25,23,33,110,3,3,0,3,2,3,2,0,47.5,42.9,57.4,202.5
194,23,62,160,0,2,2,2,2,3,0,1,347.2,41.4,114.60000000000001,290.0
53,18,13,55,2,1,0,0,3,3,2,3,95.4,30.9,21.400000000000002,96.0
11,55,181,33,2,0,0,3,0,3,0,3,22.8,96.0,325.8,60.9
23,36,12,33,1,2,2,3,3,3,0,1,39.9,64.8,24.6,62.9
52,6,62,20,2,2,1,0,1,3,0,2,95.60000000000001,10.8,113.10000000000001,34.0
12,59,66,163,1,2,1,1,2,1,2,2,21.1,108.2,118.3,292.90000000000003
29,115,37,87,2,1,2,2,0,0,2,0,55.2,208.5,67.60000000000001,159.6
149,61,78,23,3,1,2,0,1,3,1,0,271.7,108.3,142.4,41.4
104,31,6,41,2,0,2,1,0,2,0,0,190.20000000000002,53.800000000000004,13.8,75.3
23,57,1,58,0,0,2,0,2,0,0,2,39.4,102.60000000000001,4.8,102.4
70,69,46,41,1,3,0,0,1,0,1,3,126.5,128.7,81.8,70.8
121,43,35,37,3,1,1,2,1,3,0,2,221.3,75.9,64.5,67.60000000000001
20,173,59,60,3,0,0,2,0,2,2,3,40.5,309.40000000000003,104.2,108.0
193,30,14,20,1,1,0,1,3,1,1,2,345.90000000000003,54.5,24.2,35.5
37,90,60,152,0,3,0,2,3,0,1,2,63.60000000000001,166.5,107.0,274.6
94,60,35,88,2,3,1,0,3,1,2,0,169.20000000000002,111.5,62.5,158.4
11,14,156,77,0,3,1,1,1,3,1,0,18.8,26.7,281.3,140.1
27,40,173,61,0,0,1,3,2,0,1,2,46.6,72.0,311.90000000000003,112.3
105,56,0,14,0,3,2,0,1,0,1,3,188.0,105.3,0.0,22.2
2,52,160,52,0,1,2,3,0,3,0,1,3.6,92.10000000000001,291.0,97.10000000000001
34,47,21,70,0,0,3,0,3,2,0,0,58.2,82.60000000000001,42.300000000000004,126.0
51,109,26,72,1,1,3,2,1,0,3,0,92.3,197.70000000000002,48.300000000000004,132.6
31,7,65,35,1,3,2,1,2,0,0,2,55.300000000000004,17.1,120.0,62.5
118,87,18,48,1,0,0,2,0,0,0,2,213.9,156.6,32.4,87.4
54,20,24,8,0,0,1,2,1,2,0,1,96.2,34.0,44.7,16.4
14,33,59,16,0,0,2,2,1,0,3,2,24.2,59.4,106.2,29.8
50,45,34,19,0,0,0,0,1,2,0,2,89.0,79.0,61.2,32.2
41,19,66,175,2,1,2,3,3,2,1,1,73.8,33.7,120.8,318.5
12,62,58,25,2,1,0,0,1,3,2,3,23.6,110.10000000000001,102.4,42.0
1,39,7,1,0,2,2,1,2,1,0,2,0.0,72.2,15.6,1.2999999999999998
62,27,61,172,1,3,2,3,3,1,1,0,110.10000000000001,52.1,111.8,314.1
35,90,59,105,2,2,1,0,3,2,0,2,63.0,163.0,107.7,187.0
28,32,19,4,2,1,3,3,2,1,1,2,51.4,58.1,37.7,9.7
46,13,39,62,1,1,1,3,0,2,2,3,84.3,22.900000000000002,69.7,113.10000000000001
38,22,186,158,3,3,1,1,1,0,2,1,71.9,44.1,334.3,284.90000000000003
110,90,175,29,3,1,1,0,3,3,3,1,199.5,160.5,313.5,51.2
137,51,17,190,1,1,3,2,1,3,3,2,247.1,90.3,32.1,343.0
70,123,19,70,1,1,0,2,0,1,0,2,127.5,221.9,34.2,127.0
4,147,38,3,1,1,3,1,1,0,2,0,7.699999999999999,266.1,70.9,6.9
41,45,41,29,0,3,1,2,3,2,0,3,70.8,83.5,75.3,52.2
101,51,8,46,1,3,2,3,2,1,0,3,181.3,95.3,17.4,84.3
170,61,41,30,0,0,3,0,1,1,1,0,305.0,108.8,77.3,54.0
52,4,135,0,1,2,2,3,2,0,0,1,93.10000000000001,10.2,246.0,0.0
41,45,6,27,3,2,2,3,0,2,2,3,78.3,82.0,11.8,50.1
6,65,49,165,2,0,0,0,2,2,0,1,11.8,115.0,88.2,296.0
56,22,157,34,2,0,3,1,2,3,0,2,101.8,36.6,287.1,60.7
31,183,7,23,0,0,3,0,0,1,1,0,55.800000000000004,328.40000000000003,16.1,41.4
25,56,43,64,3,1,0,1,0,0,3,3,49.5,102.3,74.4,113.7
5,173,52,7,2,3,2,3,1,0,1,1,11.0,315.90000000000003,95.60000000000001,16.1
34,2,12,24,0,1,3,0,0,3,2,0,61.2,2.0999999999999996,24.1,43.2
98,57,51,22,3,3,3,3,2,0,1,3,178.9,107.10000000000001,95.3,41.1
1,6,7,147,2,3,1,0,0,3,3,3,4.8,12.3,11.1,261.6
3,23,26,63,3,0,1,1,0,2,1,3,9.9,39.4,47.300000000000004,111.9
17,10,60,128,1,1,2,2,1,3,3,3,31.1,16.5,108.0,230.4
13,65,52,52,0,2,1,1,0,1,2,0,23.400000000000002,119.0,93.10000000000001,95.10000000000001
45,40,63,104,0,1,3,1,3,1,0,1,78.0,72.5,117.9,187.70000000000002
29,58,129,32,1,1,3,0,3,0,2,0,50.7,105.9,234.70000000000002,57.6
139,0,60,25,0,3,1,2,2,2,3,0,248.20000000000002,0.0,106.5,48.0
34,136,19,3,0,2,0,1,2,0,3,3,59.2,247.8,31.200000000000003,3.9000000000000004
15,1,103,21,1,2,2,3,0,1,1,2,28.5,3.8,187.4,40.300000000000004
8,4,83,41,1,0,3,1,0,3,3,2,15.9,4.2,150.9,73.3
112,25,65,10,2,3,3,0,1,0,2,0,203.6,49.5,119.5,18.0
29,103,19,147,0,0,2,1,2,3,3,1,50.2,182.4,34.2,265.1
106,175,2,38,0,1,3,3,3,1,1,3,187.8,315.5,7.1,69.9
55,65,0,3,3,1,2,3,3,0,0,0,100.5,118.5,0.0,9.9
35,64,66,147,3,3,1,1,0,0,1,1,67.5,119.7,119.3,265.1
51,53,61,41,3,2,2,2,2,0,2,3,94.3,98.4,110.8,73.8
53,2,24,24,1,1,2,3,2,3,3,1,94.9,2.0999999999999996,43.2,46.7
18,12,69,18,0,3,2,0,3,1,2,1,29.4,25.1,125.2,31.4
60,43,69,43,2,0,1,1,0,3,3,1,111.0,74.4,122.7,77.9
89,65,25,165,3,1,3,1,0,0,3,1,164.70000000000002,118.5,46.5,297.5
95,28,52,4,2,0,1,1,3,1,2,2,171.0,49.4,93.10000000000001,6.699999999999999
6,23,116,157,2,0,0,2,1,2,2,3,12.8,39.4,206.8,282.6
27,145,153,159,3,0,3,1,2,1,0,2,51.1,260.0,279.90000000000003,285.7
21,48,107,5,2,2,2,0,2,3,3,0,38.800000000000004,86.4,192.6,9.0
14,69,34,69,3,0,2,0,1,2,3,1,28.7,122.2,61.2,123.2
39,2,49,41,0,2,2,3,3,2,1,2,67.2,4.6,90.2,76.3
24,51,50,66,1,1,3,3,1,1,2,2,43.7,92.3,92.5,121.3
125,21,117,66,3,3,0,2,2,0,0,1,227.5,42.300000000000004,210.6,120.8
65,60,2,38,0,2,1,0,0,3,1,1,117.0,108.0,4.1,67.4
136,7,4,8,3,0,1,2,2,1,1,0,247.3,11.6,7.699999999999999,17.4
43,156,148,51,2,0,0,3,0,2,1,1,80.4,278.8,265.40000000000003,95.3
29,50,29,17,0,2,3,1,3,0,1,2,49.2,93.0,55.7,30.1
0,67,10,65,2,1,2,1,3,2,0,1,0.0,120.10000000000001,21.0,117.5
65,36,15,27,2,1,3,1,3,1,0,1,117.0,65.3,31.5,49.1
93,27,50,61,2,1,3,1,2,2,3,2,168.4,48.1,91.5,109.3
56,40,16,22,3,1,0,2,2,2,1,3,103.3,71.5,27.8,39.6
65,28,20,27,0,3,1,2,1,0,2,0,116.0,54.9,35.5,51.6
4,41,2,67,1,2,0,2,1,0,0,0,7.699999999999999,76.8,3.6,123.60000000000001
52,20,27,21,1,0,0,0,2,3,1,3,93.10000000000001,33.0,47.6,34.800000000000004
60,35,0,53,0,2,1,1,0,3,1,1,108.0,63.0,0.0,95.9
144,130,60,5,3,1,1,0,1,2,1,3,262.7,233.5,108.5,6.0
86,57,32,80,0,0,2,2,2,2,3,0,152.8,100.60000000000001,57.6,147.0
29,170,43,23,3,3,0,3,3,0,3,2,53.7,310.5,74.4,43.9
28,33,54,54,0,0,1,3,0,1,1,0,50.4,58.4,97.7,101.7
114,41,41,30,3,1,0,0,2,1,0,1,207.70000000000002,74.3,73.8,53.0
136,44,78,49,3,0,0,2,3,0,3,0,246.3,79.2,137.4,91.2
78,68,67,40,3,3,1,0,2,1,0,2,142.9,125.9,122.10000000000001,70.0
29,25,21,68,0,0,3,2,2,0,3,0,50.2,45.0,39.300000000000004,125.4
22,44,184,45,3,3,0,1,2,1,3,2,42.1,82.7,328.2,80.5
144,128,42,53,0,3,1,1,3,2,2,2,256.2,232.9,75.10000000000001,94.9
52,127,47,46,2,2,2,3,0,0,3,2,96.60000000000001,231.6,84.60000000000001,85.3
23,39,64,59,0,3,0,3,3,2,0,0,38.4,72.7,115.2,110.7
43,61,36,18,0,3,2,0,0,3,1,2,77.4,111.3,66.8,30.4
197,9,56,46,1,3,3,0,2,0,0,3,354.1,20.7,105.3,79.8
173,9,11,69,2,2,1,3,1,3,2,2,313.40000000000003,16.2,19.3,126.69999999999999
2,57,65,64,1,1,2,2,2,3,2,3,3.0999999999999996,101.10000000000001,118.0,115.2
53,59,25,67,2,1,0,0,0,3,2,0,98.4,104.7,43.0,120.60000000000001
25,1,64,52,2,3,0,3,3,2,2,0,45.0,4.3,113.2,98.10000000000001
96,21,45,19,3,3,2,0,0,0,3,3,177.3,42.300000000000004,81.0,31.200000000000003
109,34,44,14,1,0,0,0,3,2,3,0,194.70000000000002,59.2,76.2,25.2
40,50,6,29,3,2,0,2,2,1,2,2,74.5,92.0,8.8,53.2
35,68,60,60,1,1,2,2,0,1,2,3,64.5,122.9,109.0,108.0
5,13,189,26,3,0,1,0,1,2,0,2,12.5,21.400000000000002,341.7,44.800000000000004
22,56,181,27,1,3,0,1,1,3,0,3,40.1,102.3,325.8,47.1
36,43,33,12,2,3,3,3,2,0,3,1,65.8,81.9,60.9,25.1
1,8,66,2,0,0,3,2,0,1,2,0,1.8,13.4,121.3,6.6
47,28,10,16,2,0,1,1,1,3,0,0,86.60000000000001,47.4,19.5,30.3
44,49,20,51,0,1,1,1,1,0,1,0,78.2,89.7,36.5,93.3
46,40,56,42,0,3,1,2,0,0,0,2,82.8,76.5,102.3,76.60000000000001
166,15,188,20,3,1,3,2,3,1,3,1,300.3,27.5,339.90000000000003,38.0
10,167,58,11,3,2,3,1,0,3,3,1,22.5,300.6,105.9,20.3
25,34,23,87,3,0,0,1,3,2,3,1,46.5,59.2,38.4,157.1
47,34,21,50,0,1,2,1,0,1,0,1,84.60000000000001,61.7,40.800000000000004,90.5
108,45,190,11,2,3,1,0,2,3,1,0,195.4,82.5,342.5,19.8
27,57,37,152,3,3,3,1,2,1,3,2,51.1,106.10000000000001,68.10000000000001,273.1
14,42,187,74,1,2,0,3,0,2,1,1,26.7,76.60000000000001,335.6,136.70000000000002
58,30,68,53,3,1,0,1,2,0,2,0,106.9,55.5,120.4,96.9
54,15,27,27,3,2,2,2,3,1,2,1,98.7,29.0,49.6,50.6
200,61,37,64,1,1,1,3,1,3,0,2,360.5,108.3,68.10000000000001,117.7
111,65,44,64,1,1,1,1,1,3,0,1,200.3,115.5,80.7,115.7
54,29,19,63,0,1,2,1,1,3,0,0,96.2,50.7,37.2,114.9
36,53,63,14,2,1,2,3,0,1,3,2,67.8,95.9,113.4,27.7
74,94,11,64,3,0,0,2,3,1,3,0,134.70000000000002,168.20000000000002,16.8,118.2
11,70,37,50,3,0,3,0,0,3,2,0,24.3,123.0,69.10000000000001,90.0
194,0,25,68,1,2,3,1,3,3,1,1,347.7,0.0,48.5,122.9
22,82,13,5,0,0,3,3,3,1,3,1,36.6,146.6,24.900000000000002,12.5
92,35,37,0,3,1,1,0,3,3,0,3,167.1,61.5,68.10000000000001,0.0
26,37,54,1,1,2,1,3,1,1,3,1,47.300000000000004,68.60000000000001,95.7,5.3
48,50,18,13,1,3,2,1,0,2,2,1,87.9,92.5,33.4,23.900000000000002
54,51,50,47,2,0,0,0,1,0,2,2,99.2,91.8,88.0,82.60000000000001
17,125,121,166,1,1,3,3,1,2,3,2,31.1,224.5,219.3,301.3
16,45,67,150,1,0,2,3,2,3,2,0,28.3,78.0,121.60000000000001,274.5
56,25,123,64,1,3,1,0,2,3,0,1,100.3,46.5,222.9,114.2
49,56,41,8,0,3,3,3,1,3,3,2,87.2,102.3,75.3,16.9
27,138,17,66,3,3,3,0,2,0,1,2,51.1,252.9,34.1,116.8
8,8,50,10,1,1,3,0,2,1,2,3,13.9,14.9,92.5,15.0
16,5,190,49,2,0,2,1,2,3,1,1,29.8,6.0,344.0,88.7
70,47,60,101,1,0,2,2,1,0,3,2,126.5,84.60000000000001,108.0,182.8
21,41,1,14,2,1,3,3,3,0,1,3,37.800000000000004,75.3,5.3,26.7
0,56,64,157,0,2,1,3,2,3,2,2,0.0,100.8,114.7,285.1
89,67,13,25,2,1,2,1,1,1,0,2,162.20000000000002,121.10000000000001,26.400000000000002,44.5
67,55,19,32,1,1,3,2,0,1,1,2,122.10000000000001,99.5,37.7,58.6
195,30,12,1,2,0,3,2,3,0,0,3,351.0,54.0,26.1,1.7999999999999998
17,58,28,2,0,2,0,0,0,1,2,1,30.6,106.4,48.4,2.6
23,139,51,29,1,2,2,3,0,3,0,2,42.9,250.20000000000002,94.8,54.7
34,21,36,18,0,2,1,2,1,1,2,3,60.2,39.800000000000004,64.3,32.4
52,46,65,2,1,2,0,2,1,2,1,2,94.10000000000001,83.8,116.0,4.6
37,59,0,157,1,0,3,1,3,3,3,3,65.10000000000001,103.2,0.0,281.1
32,8,48,170,3,3,0,2,0,2,3,0,62.1,16.9,83.4,309.0
52,79,3,52,1,2,0,0,2,0,2,1,93.10000000000001,145.20000000000002,3.4000000000000004,92.60000000000001
67,6,132,32,2,0,2,2,3,0,3,0,120.60000000000001,10.8,237.6,60.6
18,57,116,52,3,0,3,3,3,3,1,1,33.9,99.60000000000001,212.3,97.10000000000001
1,107,46,62,1,0,3,3,2,2,0,1,1.2999999999999998,190.6,87.3,115.10000000000001
7,1,26,47,0,2,3,2,2,2,3,0,10.6,2.8,48.300000000000004,87.60000000000001
45,4,28,43,0,0,2,1,1,0,0,3,80.0,7.2,53.4,75.9
43,46,184,150,1,0,3,3,0,3,3,0,78.9,79.8,332.7,274.5
43,44,8,13,2,2,1,1,0,3,1,3,80.4,79.2,14.9,21.900000000000002
195,94,5,19,1,3,3,0,3,0,2,0,349.5,173.70000000000002,11.5,34.2
11,16,41,35,1,1,0,0,1,1,1,2,20.3,29.3,72.8,61.0
4,13,53,175,1,1,2,3,0,1,2,2,8.7,23.900000000000002,96.4,317.5
21,48,30,54,0,0,1,0,0,1,1,0,37.800000000000004,85.4,54.5,97.2
94,179,7,70,1,1,1,0,1,0,2,1,169.70000000000002,323.7,12.1,125.0
192,16,34,145,0,2,3,0,3,2,1,2,342.6,29.8,64.7,259.0
16,0,2,4,1,0,2,2,1,3,3,3,29.3,0.0,3.5999999999999996,7.199999999999999
41,19,165,10,1,2,3,3,2,0,0,0,73.3,37.2,301.5,22.5
155,57,50,38,2,0,2,0,0,3,1,3,282.0,99.60000000000001,92.0,65.4
22,57,56,118,2,2,3,1,0,3,1,3,42.6,102.60000000000001,104.3,210.9
2,23,26,44,3,3,3,1,0,3,1,0,8.1,42.9,50.300000000000004,80.7
49,66,57,63,1,2,0,3,2,3,2,3,87.7,118.8,100.60000000000001,114.9
103,197,29,45,3,1,2,1,0,2,3,1,189.9,354.1,52.2,81.5
9,54,74,55,1,3,3,3,1,3,2,1,16.7,98.7,135.70000000000002,102.5
41,14,101,11,1,2,3,0,0,3,3,0,75.3,25.2,183.3,19.8
137,96,177,151,0,0,2,0,2,3,1,3,244.6,169.8,320.6,268.8
159,15,3,6,0,0,2,2,1,2,1,1,285.2,25.0,7.4,12.8
136,51,20,66,2,0,1,0,1,0,1,0,246.8,91.8,36.5,118.8
1,8,5,27,2,0,2,2,2,2,2,2,2.8,12.4,10.0,49.6
51,53,200,48,0,0,0,3,1,1,0,3,90.8,94.4,360.0,87.9
9,164,65,81,0,1,1,2,1,3,0,1,15.2,293.7,118.5,147.8
43,48,62,33,1,2,3,0,1,0,0,1,77.9,89.4,116.10000000000001,58.4
186,0,90,61,1,2,2,1,2,3,2,1,334.3,0.0,163.0,110.3
58,93,7,63,0,1,2,3,1,2,1,3,103.4,166.9,14.6,114.9
5,37,10,192,0,0,1,1,2,1,0,2,7.0,65.60000000000001,19.5,345.1
34,60,4,29,0,2,2,0,0,2,1,1,61.2,109.0,9.2,51.2
3,10,51,8,3,2,2,1,1,0,0,0,8.9,21.0,94.8,15.9
101,68,1,68,0,3,3,3,3,1,1,2,178.8,125.9,5.3,124.9
18,23,50,68,3,2,2,1,3,1,0,2,33.9,43.4,93.0,121.9
145,163,63,25,0,0,0,2,2,0,1,3,259.0,293.40000000000003,112.4,45.0
20,21,26,24,0,1,1,3,2,3,2,2,34.0,36.300000000000004,46.300000000000004,45.7
31,29,6,45,3,0,1,3,0,2,3,3,60.300000000000004,50.2,9.3,82.5
56,64,44,122,3,2,0,0,1,2,3,3,104.3,116.2,76.2,216.6
13,143,91,35,0,1,1,3,2,3,3,3,21.400000000000002,255.90000000000003,162.3,64.5
50,0,51,43,0,1,1,0,0,2,0,3,90.0,0.0,93.3,74.4
40,25,35,74,1,3,2,0,2,3,0,1,71.5,46.5,66.0,132.20000000000002
68,3,53,52,1,2,1,3,1,0,0,0,122.9,8.4,96.9,98.10000000000001
8,34,65,143,1,3,3,2,2,1,1,1,13.9,64.7,120.5,259.40000000000003
163,21,10,54,2,1,2,0,0,3,3,0,296.40000000000003,36.300000000000004,18.0,97.2
144,10,11,153,0,1,3,3,2,2,0,0,257.2,17.5,24.3,279.90000000000003
40,81,18,68,3,1,2,1,2,1,0,2,74.5,146.3,35.4,121.9
67,70,34,47,2,0,1,1,0,2,2,3,123.60000000000001,124.0,60.7,83.10000000000001
164,36,53,70,2,3,3,2,1,3,1,2,297.2,66.3,98.9,127.0
39,99,61,49,2,0,2,0,2,0,0,2,71.2,178.20000000000002,112.8,86.2
14,20,37,4,0,1,0,1,2,1,0,2,23.2,36.5,66.60000000000001,6.699999999999999
192,52,43,32,0,2,3,3,0,1,2,0,345.6,95.60000000000001,79.9,62.1
73,22,1,127,1,1,0,1,3,2,2,2,129.9,39.1,0.0,228.1
132,103,16,131,1,3,1,3,1,0,2,0,238.1,189.9,28.3,240.3
3,62,30,114,1,1,1,2,3,1,0,3,3.9000000000000004,112.10000000000001,55.5,205.20000000000002
90,34,44,60,3,2,1,3,1,2,2,3,165.5,62.2,78.7,109.5
19,48,13,25,0,0,2,2,1,1,3,3,33.2,85.4,23.400000000000002,45.0
61,35,15,97,1,0,1,0,1,0,1,3,110.3,63.0,27.5,171.6
26,45,22,23,2,2,1,3,0,0,3,0,49.800000000000004,84.0,38.1,45.9
2,176,61,56,0,1,0,2,1,0,2,0,2.6,318.3,107.8,103.8
4,199,58,194,1,2,0,1,3,2,1,3,5.699999999999999,359.2,103.4,347.7
45,68,30,65,0,2,0,3,3,2,3,1,78.0,123.4,51.0,120.5
21,22,45,38,3,2,0,1,0,2,2,2,42.300000000000004,40.6,79.0,67.9
0,58,46,183,3,2,0,3,1,1,3,3,0.0,106.4,79.8,330.90000000000003
37,1,17,5,1,1,2,2,3,0,0,2,65.10000000000001,3.3,33.6,10.0
67,18,21,4,3,3,3,1,0,1,2,0,125.10000000000001,35.9,40.300000000000004,8.7
16,18,13,65,2,0,1,3,2,0,2,0,29.8,32.4,22.900000000000002,121.5
23,28,45,14,1,3,0,2,1,0,2,2,41.9,54.9,79.0,26.2
32,24,1,50,3,3,0,3,0,0,2,2,62.1,47.7,0.0,92.5
65,95,14,58,3,3,2,3,2,3,0,2,119.5,172.5,28.2,106.9
69,61,111,68,0,3,2,2,2,3,2,0,122.2,111.3,200.8,125.4
38,42,3,126,1,3,2,1,0,1,0,1,69.9,79.10000000000001,8.4,227.3
35,10,157,109,1,3,1,3,3,1,2,0,61.5,21.5,282.1,200.70000000000002
66,64,45,68,0,1,2,3,3,1,2,3,115.8,115.7,82.0,123.9
11,37,197,4,0,0,0,1,1,2,1,0,18.8,64.60000000000001,353.6,8.7
58,12,61,55,0,2,0,1,0,3,3,2,104.4,21.6,106.8,98.5
51,35,66,31,0,0,2,0,3,3,3,1,88.8,60.0,118.8,54.800000000000004
171,21,53,7,3,1,0,3,1,0,3,3,311.3,39.300000000000004,92.4,14.100000000000001
22,31,127,33,1,0,0,0,2,2,2,2,39.1,53.800000000000004,226.6,57.4
26,12,7,49,2,2,0,1,2,0,0,0,47.800000000000004,24.6,12.6,89.7
70,29,17,16,3,1,2,1,0,1,0,3,130.5,52.7,33.6,27.3
60,162,30,45,2,2,3,1,2,1,1,2,109.0,293.6,57.5,80.5
93,70,49,60,0,1,3,1,3,3,0,0,164.4,124.5,92.7,109.5
49,58,26,59,0,0,1,2,3,0,1,2,85.2,104.4,47.300000000000004,107.2
139,69,59,66,3,3,1,1,3,1,1,0,251.70000000000002,127.69999999999999,106.7,120.3
61,7,3,184,1,1,1,1,1,2,1,2,110.3,12.1,5.9,330.7
3,17,125,13,2,3,1,1,2,3,2,2,6.4,32.1,224.5,22.900000000000002
52,5,48,56,3,3,3,2,2,0,2,1,96.10000000000001,13.5,88.9,102.8
11,43,51,43,0,2,1,1,0,0,1,1,19.8,80.4,92.3,77.9
14,7,36,59,1,0,1,0,3,2,1,0,23.7,10.6,65.3,106.2
63,3,37,70,0,0,2,2,1,2,2,0,112.4,3.4000000000000004,67.60000000000001,129.0
43,2,163,26,0,0,1,1,0,2,2,2,77.4,1.6,292.90000000000003,46.300000000000004
117,31,63,40,2,0,3,2,1,1,0,2,212.6,54.800000000000004,117.9,73.0
8,37,190,28,2,2,2,3,2,3,0,3,15.399999999999999,66.60000000000001,345.0,51.9
27,146,24,43,1,1,0,1,2,0,3,1,48.1,264.3,40.2,77.9
167,41,47,64,1,0,1,1,2,1,2,2,300.1,72.8,84.10000000000001,114.7
59,70,38,53,1,3,0,3,1,2,1,0,106.7,128.5,67.4,99.9
1,11,51,53,1,3,3,3,3,1,2,0,0.2999999999999998,23.3,94.3,99.9
66,7,20,55,0,1,1,3,1,2,3,2,117.8,12.1,34.5,101.5
174,42,30,42,2,0,1,2,1,3,3,2,315.2,72.60000000000001,52.5,76.60000000000001
46,27,113,12,0,2,1,2,3,1,1,1,79.8,50.6,203.9,23.6
38,94,81,65,3,0,2,1,2,0,2,1,70.9,169.20000000000002,146.8,117.5
2,26,53,0,1,3,3,0,1,2,2,1,4.1,49.300000000000004,97.9,0.0
19,14,166,45,3,1,3,3,3,2,3,1,35.7,24.7,300.3,84.5
28,68,10,49,1,0,0,1,2,1,2,0,49.9,121.4,16.0,89.7
15,163,59,52,3,1,2,2,1,3,1,3,30.5,291.90000000000003,108.2,93.60000000000001
34,123,38,60,3,3,3,2,3,0,1,1,62.7,225.9,71.9,110.0
64,155,27,20,2,3,1,3,3,0,0,2,115.2,283.5,50.1,38.5
8,56,123,43,2,0,1,3,3,3,3,3,14.399999999999999,97.8,219.9,78.9
61,10,58,146,2,1,3,1,2,0,2,2,110.8,19.5,106.9,262.3
64,171,87,9,3,0,3,3,1,3,1,0,118.7,304.8,160.1,20.7
59,51,15,53,2,0,3,2,3,3,2,2,106.2,88.8,29.5,96.4
42,12,26,94,0,0,3,3,3,2,0,1,72.60000000000001,19.6,51.300000000000004,172.70000000000002
27,130,55,70,1,3,1,0,0,0,3,3,50.1,238.5,97.5,123.0
38,164,51,45,1,1,1,1,3,2,3,2,66.9,294.7,90.3,80.5
71,67,139,199,1,3,1,3,2,3,1,0,127.30000000000001,122.10000000000001,250.70000000000002,362.7
50,21,52,35,0,1,1,2,1,2,2,3,89.0,37.300000000000004,93.10000000000001,63.0
121,37,56,65,1,2,3,0,1,0,0,0,218.3,69.60000000000001,105.3,117.0
37,67,30,65,3,1,0,2,1,3,3,1,70.10000000000001,119.10000000000001,51.0,119.0
7,87,48,54,1,1,1,3,1,2,0,1,13.1,156.1,87.9,100.7
48,67,113,17,0,1,1,1,0,2,3,1,86.4,120.10000000000001,201.9,31.1
69,200,14,6,2,3,2,3,0,3,1,2,127.2,361.5,27.2,13.3
23,37,119,12,0,0,0,3,1,3,3,0,40.4,63.60000000000001,211.20000000000002,26.1
76,70,33,99,0,1,2,0,2,2,0,0,134.8,125.5,62.4,178.20000000000002
13,37,10,21,3,3,1,0,3,3,2,1,24.900000000000002,68.10000000000001,17.5,36.800000000000004
24,116,27,168,2,2,1,3,0,1,1,2,46.2,210.8,49.1,304.90000000000003
114,33,192,45,1,3,0,3,1,2,3,3,205.70000000000002,61.9,342.6,82.5
50,28,62,8,0,0,1,3,1,2,1,1,89.0,48.4,112.10000000000001,17.9
47,59,36,38,3,3,2,3,1,0,1,3,88.10000000000001,110.7,66.8,69.9
13,126,47,173,3,3,3,1,1,1,2,3,26.900000000000002,230.3,87.10000000000001,309.90000000000003
5,181,68,59,1,2,3,1,0,0,3,1,10.5,328.8,123.9,106.7
11,30,81,145,0,3,3,1,3,2,2,3,16.8,56.5,148.3,259.5
133,64,37,193,2,2,2,2,3,2,3,3,239.4,116.2,66.60000000000001,347.40000000000003
50,9,37,12,1,1,2,1,3,3,0,3,88.5,14.7,69.60000000000001,20.1
25,12,11,70,3,1,0,0,3,0,0,0,46.5,23.1,19.8,126.0
67,36,41,11,3,0,1,3,1,1,0,1,124.10000000000001,63.8,75.3,23.3
25,28,49,65,3,3,2,0,1,2,0,2,48.5,52.9,91.2,115.0
85,5,171,72,0,2,1,3,3,1,0,1,150.0,11.0,309.3,133.1
66,32,60,14,1,0,1,1,2,0,1,3,118.3,57.6,108.5,23.7
18,29,61,36,1,1,1,3,3,3,1,2,30.9,50.7,110.3,67.3
101,37,68,64,0,1,3,1,0,0,1,2,181.8,68.10000000000001,125.9,114.7
137,43,175,65,1,2,1,2,1,1,0,0,247.1,79.4,316.5,120.0
17,40,1,38,1,0,0,2,1,0,2,3,31.1,72.0,0.0,68.4
115,63,9,53,0,0,2,1,1,0,3,3,206.0,113.4,16.2,93.9
132,63,138,157,0,3,1,3,2,1,2,2,235.6,116.9,247.9,285.1
28,147,14,32,2,1,2,1,2,1,1,2,51.4,265.1,27.2,57.1
45,10,159,4,0,3,0,3,0,3,2,1,81.0,19.5,284.2,10.7
56,51,195,47,2,3,2,2,0,3,0,0,103.8,93.3,354.0,87.60000000000001
58,139,56,68,0,2,2,2,2,3,3,2,102.4,250.20000000000002,100.8,123.4
56,164,46,183,1,2,1,2,0,1,0,0,102.3,297.2,84.3,332.40000000000003
17,35,2,67,1,3,2,0,2,0,3,3,30.1,67.5,3.5999999999999996,117.60000000000001
33,4,70,96,3,2,1,2,1,2,1,3,62.9,8.2,126.5,172.8
0,21,24,31,3,0,1,1,3,3,3,3,0.0,34.800000000000004,41.7,54.300000000000004
51,31,120,69,0,3,1,1,0,1,3,0,91.8,59.300000000000004,214.5,125.7
54,53,155,64,2,3,3,2,1,0,3,0,99.2,99.9,280.5,118.2
